datetime,value
2010-01-17,1.3916181844338946
2010-01-24,1.5351469391804742
2010-01-31,1.5480281746031745
2010-02-07,1.5385
2010-02-14,1.413845207382417
2010-02-21,1.4274025793650795
2010-02-28,1.1236781746031745
2010-03-07,0.6929819444444444
2010-03-14,1.3577460317460317
2010-03-21,1.1944256798708555
2010-03-28,1.231434126984127
2010-04-04,1.2187224206349205
2010-04-11,1.0137158448258756
2010-04-18,1.099261111111111
2010-04-25,1.0738825396825398
2010-05-02,0.8861045634920635
2010-05-09,1.069122619047619
2010-05-16,1.2297368786585972
2010-05-23,1.0424345238095238
2010-05-30,1.0282595238095238
2010-06-06,1.0080853174603175
2010-06-13,1.0161845421172735
2010-06-20,0.9582486111111111
2010-06-27,0.8869388888888888
2010-07-04,0.9297414426034328
2010-07-11,0.7538609126984127
2010-07-18,0.791027681317591
2010-07-25,0.7057371031746031
2010-08-01,0.487084126984127
2010-08-08,0.3791873015873016
2010-08-15,0.42619761904761905
2010-08-22,0.7712929222144359
2010-08-29,0.8301837301587301
2010-09-05,1.0177569444444445
2010-09-12,0.9742823412698413
2010-09-19,0.8430539682539683
2010-09-26,0.96671086605702
2010-10-03,1.1569237344730867
2010-10-10,1.1782871031746032
2010-10-17,1.0967271825396825
2010-10-24,1.3965373548963191
2010-10-31,0.9589634920634922
2010-11-07,1.1545652777777777
2010-11-14,1.3359277777777778
2010-11-21,1.1071061507936508
2010-11-28,1.186756087142247
